"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0006821",176,"GO:0006812",0.62675,22,"chloride transport","monoatomic cation transport",0.95435632183908,0.333142857142857,0.711
"GO:0034333",92,"GO:1904396",0.62609,5,"adherens junction assembly","regulation of neuromuscular junction development",0.946874201787995,0.291125,0.632
"GO:0018212",21,"GO:0018212",0.62542,1,"peptidyl-tyrosine modification","peptidyl-tyrosine modification",0.937987867177522,0.235666666666667,0
"GO:0018108",21,"GO:0018212",0.62542,12,"peptidyl-tyrosine phosphorylation","peptidyl-tyrosine modification",0.913610472541507,0.233583333333333,0.991
"GO:0048523",205,"GO:0010629",0.62459,0,"negative regulation of cellular process","negative regulation of gene expression",0.870148786717752,0.279625,0.782
"GO:0000956",56,"GO:0006401",0.6245,12,"nuclear-transcribed mRNA catabolic process","RNA catabolic process",0.833164750957854,0.224928571428571,0.93
"GO:0009150",145,"GO:0006022",0.62293,0,"purine ribonucleotide metabolic process","aminoglycan metabolic process",0.878034482758621,0.308947368421053,0.664
"GO:0007428",203,"GO:0007428",0.62213,7,"primary branching, open tracheal system","primary branching, open tracheal system",0.923045977011494,0.332,0
"GO:0080134",39,"GO:0031347",0.62114,0,"regulation of response to stress","regulation of defense response",0.880452107279693,0.324,0.949
"GO:0006914",185,"GO:0006914",0.61969,71,"autophagy","autophagy",0.92495785440613,0.344571428571429,0
"GO:0000910",9,"GO:0051302",0.6192,0,"cytokinesis","regulation of cell division",0.965148786717752,0.278,0.744
"GO:0007254",153,"GO:0006974",0.6191,28,"JNK cascade","DNA damage response",0.876095785440613,0.193416666666667,0.703
"GO:0051403",153,"GO:0006974",0.6191,2,"stress-activated MAPK cascade","DNA damage response",0.874805874840358,0.188916666666667,0.712
"GO:0048870",212,"GO:0008354",0.61901,4,"cell motility","germ cell migration",0.97715006385696,0.250555555555556,0.798
"GO:0014706",223,"GO:0060537",0.61694,2,"striated muscle tissue development","muscle tissue development",0.948858876117497,0.507,0.986
"GO:0043069",43,"GO:0006915",0.61671,11,"negative regulation of programmed cell death","apoptotic process",0.889965517241379,0.252521739130435,0.837
"GO:0008362",122,"GO:0040003",0.61547,15,"chitin-based embryonic cuticle biosynthetic process","chitin-based cuticle development",0.941836526181354,0.4048,0.795
"GO:0060284",118,"GO:0045597",0.61528,0,"regulation of cell development","positive regulation of cell differentiation",0.847820561941252,0.237894736842105,0.851
"GO:0034504",158,"GO:0015031",0.6146,4,"protein localization to nucleus","protein transport",0.937780970625798,0.3402,0.718
"GO:1902667",78,"GO:0040017",0.61426,3,"regulation of axon guidance","positive regulation of locomotion",0.780863346104725,0.245545454545455,0.816
"GO:0006873",83,"GO:0060249",0.6141,2,"intracellular monoatomic ion homeostasis","anatomical structure homeostasis",0.989954022988506,0.208111111111111,0.721
"GO:0048167",36,"GO:0007268",0.61369,25,"regulation of synaptic plasticity","chemical synaptic transmission",0.895945083014049,0.302272727272727,0.762
"GO:1903825",28,"GO:0015849",0.61237,0,"organic acid transmembrane transport","organic acid transport",0.935227969348659,0.271692307692308,0.955
"GO:0009593",137,"GO:0009582",0.61184,46,"detection of chemical stimulus","detection of abiotic stimulus",0.947452745849298,0.208555555555556,0.865
"GO:0043436",182,"GO:0044283",0.609,0,"oxoacid metabolic process","small molecule biosynthetic process",0.910907407407407,0.2552,0.73
"GO:0006082",182,"GO:0044283",0.609,3,"organic acid metabolic process","small molecule biosynthetic process",0.910881864623244,0.2552,0.73
"GO:0061640",9,"GO:0051302",0.60764,8,"cytoskeleton-dependent cytokinesis","regulation of cell division",0.965366538952746,0.281235294117647,0.739
"GO:0060541",195,"GO:0035152",0.60669,0,"respiratory system development","regulation of tube architecture, open tracheal system",0.916646232439336,0.362,0.861
"GO:0007424",195,"GO:0035152",0.60669,106,"open tracheal system development","regulation of tube architecture, open tracheal system",0.917028735632184,0.36125,0.867
"GO:0070983",208,"GO:0048813",0.60666,24,"dendrite guidance","dendrite morphogenesis",0.877611111111111,0.415,0.841
"GO:0043484",132,"GO:0008380",0.60495,20,"regulation of RNA splicing","RNA splicing",0.858804597701149,0.353,0.847
"GO:0030703",6,"GO:0030703",0.60226,2,"eggshell formation","eggshell formation",0.889708173690932,0.395545454545455,0
"GO:1903649",210,"GO:0016482",0.60173,0,"regulation of cytoplasmic transport","cytosolic transport",0.89139846743295,0.410333333333333,0.804
"GO:0019915",113,"GO:0051235",0.60091,20,"lipid storage","maintenance of location",0.95537037037037,0.2714,0.957
"GO:0044057",155,"GO:0051960",0.60072,0,"regulation of system process","regulation of nervous system development",0.89139846743295,0.310583333333333,0.683
"GO:0007155",5,"GO:0007157",0.60002,85,"cell adhesion","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.975591954022988,0.2896,0.774
"GO:0007304",6,"GO:0030703",0.59961,36,"chorion-containing eggshell formation","eggshell formation",0.882510855683269,0.396727272727273,0.996
"GO:0040012",78,"GO:0040017",0.59948,6,"regulation of locomotion","positive regulation of locomotion",0.931805236270754,0.271181818181818,0.943
"GO:0016477",212,"GO:0008354",0.59869,63,"cell migration","germ cell migration",0.977240740740741,0.236333333333333,0.816
"GO:0001667",212,"GO:0008354",0.59868,0,"ameboidal-type cell migration","germ cell migration",0.978203703703704,0.220222222222222,0.764
"GO:0030177",22,"GO:0030178",0.59779,9,"positive regulation of Wnt signaling pathway","negative regulation of Wnt signaling pathway",0.860292464878672,0.3204,0.883
"GO:0006807",11,"GO:0006807",0.59746,12,"nitrogen compound metabolic process","nitrogen compound metabolic process",0.927798212005109,0.595666666666667,0
"GO:0031324",205,"GO:0010629",0.59732,0,"negative regulation of cellular metabolic process","negative regulation of gene expression",0.827938058748404,0.1819375,0.907
"GO:0046533",118,"GO:0045597",0.59375,6,"negative regulation of photoreceptor cell differentiation","positive regulation of cell differentiation",0.834444444444444,0.233631578947368,0.708
"GO:0010721",118,"GO:0045597",0.59361,0,"negative regulation of cell development","positive regulation of cell differentiation",0.844998722860792,0.247263157894737,0.765
"GO:0071407",96,"GO:1901701",0.59345,0,"cellular response to organic cyclic compound","cellular response to oxygen-containing compound",0.9322343550447,0.3042,0.762
"GO:0051222",94,"GO:0070201",0.59312,0,"positive regulation of protein transport","regulation of establishment of protein localization",0.856147509578544,0.202105263157895,0.955
"GO:0033157",94,"GO:0070201",0.59217,2,"regulation of intracellular protein transport","regulation of establishment of protein localization",0.871402937420179,0.175052631578947,0.938
"GO:0048869",130,"GO:0030154",0.59204,0,"cellular developmental process","cell differentiation",0.900098339719029,0.411,0.912
"GO:0007498",156,"GO:0007498",0.59169,67,"mesoderm development","mesoderm development",0.94157343550447,0.602,0
"GO:0043409",23,"GO:0035556",0.59168,5,"negative regulation of MAPK cascade","intracellular signal transduction",0.857431034482759,0.2515,0.709
"GO:0016053",182,"GO:0044283",0.59167,0,"organic acid biosynthetic process","small molecule biosynthetic process",0.914256704980843,0.2383,0.949
"GO:0046394",182,"GO:0044283",0.59167,0,"carboxylic acid biosynthetic process","small molecule biosynthetic process",0.914250957854406,0.2381,0.949
"GO:0007264",97,"GO:0035025",0.59133,38,"small GTPase mediated signal transduction","positive regulation of Rho protein signal transduction",0.874120051085568,0.234153846153846,0.798
"GO:0007018",116,"GO:0007018",0.59025,109,"microtubule-based movement","microtubule-based movement",0.971487228607918,0.319857142857143,0
"GO:0007298",212,"GO:0008354",0.5897,109,"border follicle cell migration","germ cell migration",0.877162835249042,0.237,0.732
"GO:0009896",207,"GO:0009894",0.58933,0,"positive regulation of catabolic process","regulation of catabolic process",0.858770114942529,0.215363636363636,0.949
"GO:0048024",222,"GO:0006397",0.58898,13,"regulation of mRNA splicing, via spliceosome","mRNA processing",0.859598978288634,0.2475,0.824
"GO:0031329",207,"GO:0009894",0.58866,0,"regulation of cellular catabolic process","regulation of catabolic process",0.857932311621967,0.202909090909091,0.955
"GO:0048284",33,"GO:0048284",0.58708,2,"organelle fusion","organelle fusion",0.94532183908046,0.37875,0
"GO:0035265",73,"GO:0045927",0.58697,2,"organ growth","positive regulation of growth",0.935833333333333,0.352363636363636,0.676
"GO:0007169",123,"GO:0007166",0.58694,39,"transmembrane receptor protein tyrosine kinase signaling pathway","cell surface receptor signaling pathway",0.86905938697318,0.286583333333333,0.838
"GO:0048638",73,"GO:0045927",0.58607,5,"regulation of developmental growth","positive regulation of growth",0.865455300127714,0.23469696969697,0.868
"GO:0010638",42,"GO:0051130",0.58567,0,"positive regulation of organelle organization","positive regulation of cellular component organization",0.858763729246488,0.32,0.907
"GO:0048800",166,"GO:0007475",0.58514,15,"antennal morphogenesis","apposition of dorsal and ventral imaginal disc-derived wing surfaces",0.923134099616858,0.5325,0.583
"GO:0032989",88,"GO:0048812",0.58486,0,"cellular component morphogenesis","neuron projection morphogenesis",0.921805236270754,0.265333333333333,0.952
"GO:0043401",108,"GO:0009755",0.58229,1,"steroid hormone mediated signaling pathway","hormone-mediated signaling pathway",0.887241379310345,0.332153846153846,0.953
"GO:0016198",50,"GO:0016198",0.58195,2,"axon choice point recognition","axon choice point recognition",0.873114942528736,0.270285714285714,0
"GO:0045793",221,"GO:0035150",0.58184,48,"positive regulation of cell size","regulation of tube size",0.901863346104725,0.3215,0.752
"GO:0045747",200,"GO:0007219",0.58141,62,"positive regulation of Notch signaling pathway","Notch signaling pathway",0.865219029374202,0.3155,0.909
"GO:0006066",44,"GO:1901615",0.58125,7,"alcohol metabolic process","organic hydroxy compound metabolic process",0.939810344827586,0.308,0.931
"GO:0009892",205,"GO:0010629",0.58008,0,"negative regulation of metabolic process","negative regulation of gene expression",0.84655938697318,0.1858125,0.9
"GO:0010977",80,"GO:0060491",0.57924,2,"negative regulation of neuron projection development","regulation of cell projection assembly",0.822454022988506,0.292428571428571,0.732
"GO:0090092",123,"GO:0007166",0.57783,0,"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","cell surface receptor signaling pathway",0.87561558109834,0.3395,0.695
"GO:0030163",185,"GO:0006914",0.57742,21,"protein catabolic process","autophagy",0.915841634738186,0.209714285714286,0.68
"GO:0046822",94,"GO:0070201",0.57527,6,"regulation of nucleocytoplasmic transport","regulation of establishment of protein localization",0.876022988505747,0.219842105263158,0.791
"GO:0003333",28,"GO:0015849",0.57523,51,"amino acid transmembrane transport","organic acid transport",0.935668582375479,0.246538461538461,0.924
"GO:1903829",94,"GO:0070201",0.57351,1,"positive regulation of protein localization","regulation of establishment of protein localization",0.85829374201788,0.208473684210526,0.902
"GO:0016070",220,"GO:0018130",0.57342,6,"RNA metabolic process","heterocycle biosynthetic process",0.898438697318008,0.3588,0.709
"GO:0008258",64,"GO:0016331",0.57237,44,"head involution","morphogenesis of embryonic epithelium",0.922493614303959,0.33775,0.734
"GO:0006396",132,"GO:0008380",0.57237,135,"RNA processing","RNA splicing",0.905068326947637,0.31275,0.873
"GO:0070482",141,"GO:0001666",0.57188,5,"response to oxygen levels","response to hypoxia",0.956662196679438,0.207285714285714,0.981
"GO:0007028",129,"GO:0007028",0.57095,0,"cytoplasm organization","cytoplasm organization",0.950579821200511,0.2678,0
"GO:0035149",134,"GO:0072002",0.57025,36,"lumen formation, open tracheal system","Malpighian tubule development",0.866018518518519,0.318214285714286,0.713
"GO:0000902",187,"GO:0009653",0.57008,57,"cell morphogenesis","anatomical structure morphogenesis",0.920945083014049,0.444333333333333,0.718
"GO:0009880",133,"GO:0007365",0.56837,27,"embryonic pattern specification","periodic partitioning",0.913357598978289,0.326,0.823
"GO:0050773",208,"GO:0048813",0.56818,17,"regulation of dendrite development","dendrite morphogenesis",0.813454022988506,0.352,0.873
"GO:0019637",45,"GO:0090407",0.568,0,"organophosphate metabolic process","organophosphate biosynthetic process",0.909764367816092,0.284333333333333,0.938
"GO:0007033",148,"GO:0007033",0.56747,3,"vacuole organization","vacuole organization",0.948967432950192,0.5165,0
"GO:0050890",95,"GO:0007613",0.5671,1,"cognition","memory",0.947747126436782,0.219666666666667,0.944
"GO:0007611",95,"GO:0007613",0.5671,17,"learning or memory","memory",0.936294380587484,0.219333333333333,0.945
"GO:0051489",80,"GO:0060491",0.56608,12,"regulation of filopodium assembly","regulation of cell projection assembly",0.87863601532567,0.340714285714286,0.963
"GO:0007615",95,"GO:0007613",0.566,14,"anesthesia-resistant memory","memory",0.949163473818646,0.34075,0.818
"GO:1904748",43,"GO:0006915",0.56526,0,"regulation of apoptotic process involved in development","apoptotic process",0.881702426564495,0.328347826086957,0.725
"GO:0061025",46,"GO:0061025",0.56356,6,"membrane fusion","membrane fusion",0.950613665389527,0.492,0
"GO:0022416",177,"GO:0001654",0.56345,52,"chaeta development","eye development",0.941467432950192,0.345444444444444,0.739
"GO:0045165",55,"GO:0042659",0.56145,26,"cell fate commitment","regulation of cell fate specification",0.916058748403576,0.31325,0.75
"GO:0007163",14,"GO:0007163",0.56108,24,"establishment or maintenance of cell polarity","establishment or maintenance of cell polarity",0.974350574712644,0.281526315789474,0
"GO:0098662",72,"GO:0055085",0.56087,1,"inorganic cation transmembrane transport","transmembrane transport",0.934804597701149,0.3234,0.847
"GO:0070727",158,"GO:0015031",0.56053,1,"cellular macromolecule localization","protein transport",0.925450191570881,0.2414,0.899
"GO:0007350",133,"GO:0007365",0.55996,22,"blastoderm segmentation","periodic partitioning",0.913401660280971,0.325333333333333,0.832
"GO:0051169",120,"GO:0030705",0.55972,1,"nuclear transport","cytoskeleton-dependent intracellular transport",0.934438058748404,0.334,0.645
"GO:0016199",50,"GO:0016198",0.55948,32,"axon midline choice point recognition","axon choice point recognition",0.873674329501916,0.272857142857143,0.995
"GO:0043067",43,"GO:0006915",0.5592,12,"regulation of programmed cell death","apoptotic process",0.904149425287356,0.23504347826087,0.895
"GO:0000768",6,"GO:0030703",0.55915,0,"syncytium formation by plasma membrane fusion","eggshell formation",0.929644955300128,0.368181818181818,0.599
"GO:0006949",6,"GO:0030703",0.55915,0,"syncytium formation","eggshell formation",0.929644955300128,0.368181818181818,0.599
"GO:0007520",6,"GO:0030703",0.55915,37,"myoblast fusion","eggshell formation",0.920127075351213,0.368181818181818,0.599
"GO:1901136",145,"GO:0006022",0.55858,0,"carbohydrate derivative catabolic process","aminoglycan metabolic process",0.935375478927203,0.404736842105263,0.63
"GO:0030534",20,"GO:0030534",0.5579,4,"adult behavior","adult behavior",0.944483397190294,0.446,0
"GO:0019935",190,"GO:0019932",0.55687,4,"cyclic-nucleotide-mediated signaling","second-messenger-mediated signaling",0.894487867177522,0.382666666666667,0.943
"GO:0035023",97,"GO:0035025",0.55666,8,"regulation of Rho protein signal transduction","positive regulation of Rho protein signal transduction",0.882876756066411,0.228461538461538,0.971
"GO:0006913",120,"GO:0030705",0.55637,19,"nucleocytoplasmic transport","cytoskeleton-dependent intracellular transport",0.934455938697318,0.334285714285714,0.645
"GO:0035222",162,"GO:0007447",0.55603,23,"wing disc pattern formation","imaginal disc pattern formation",0.91859067688378,0.2705,0.963
"GO:0009612",109,"GO:0009416",0.55553,18,"response to mechanical stimulus","response to light stimulus",0.952602171136654,0.410071428571429,0.71
"GO:0042461",27,"GO:0042052",0.55552,13,"photoreceptor cell development","rhabdomere development",0.894526819923372,0.234714285714286,0.911
"GO:0048666",219,"GO:0048731",0.55376,15,"neuron development","system development",0.875079821200511,0.482333333333333,0.725
"GO:0042176",207,"GO:0009894",0.55354,5,"regulation of protein catabolic process","regulation of catabolic process",0.860643039591315,0.265545454545455,0.875
"GO:0010506",207,"GO:0009894",0.55344,41,"regulation of autophagy","regulation of catabolic process",0.865641762452107,0.224,0.894
"GO:0032271",173,"GO:0044087",0.55327,0,"regulation of protein polymerization","regulation of cellular component biogenesis",0.878232439335888,0.247857142857143,0.854
"GO:0001558",73,"GO:0045927",0.5527,14,"regulation of cell growth","positive regulation of growth",0.874074712643678,0.246727272727273,0.781
"GO:0031047",205,"GO:0010629",0.55058,11,"regulatory ncRNA-mediated gene silencing","negative regulation of gene expression",0.840029374201788,0.2804375,0.887
"GO:0009057",185,"GO:0006914",0.55019,0,"macromolecule catabolic process","autophagy",0.930065772669221,0.220642857142857,0.71
"GO:0072375",95,"GO:0007613",0.54986,19,"medium-term memory","memory",0.948106002554278,0.328,0.836
"GO:0042127",171,"GO:0008284",0.54752,28,"regulation of cell population proliferation","positive regulation of cell population proliferation",0.895938058748404,0.276857142857143,0.897
"GO:0043066",43,"GO:0006915",0.54688,110,"negative regulation of apoptotic process","apoptotic process",0.890586206896552,0.237304347826087,0.896
"GO:0008277",71,"GO:0008277",0.54485,9,"regulation of G protein-coupled receptor signaling pathway","regulation of G protein-coupled receptor signaling pathway",0.882994891443167,0.42025,0
"GO:2001141",218,"GO:0019438",0.54437,0,"regulation of RNA biosynthetic process","aromatic compound biosynthetic process",0.815578544061303,0.23025,0.885
"GO:0006355",218,"GO:0019438",0.54437,560,"regulation of DNA-templated transcription","aromatic compound biosynthetic process",0.815523627075351,0.230125,0.885
"GO:0030003",83,"GO:0060249",0.54342,0,"intracellular monoatomic cation homeostasis","anatomical structure homeostasis",0.989952107279694,0.208055555555556,0.72
"GO:0051276",101,"GO:0051276",0.5429,58,"chromosome organization","chromosome organization",0.938639846743295,0.4605,0
"GO:0031110",140,"GO:0031110",0.54216,10,"regulation of microtubule polymerization or depolymerization","regulation of microtubule polymerization or depolymerization",0.879932311621967,0.250428571428571,0
"GO:0043113",161,"GO:0072657",0.5413,4,"receptor clustering","protein localization to membrane",0.946811621966794,0.305,0.792
"GO:0051961",155,"GO:0051960",0.5412,0,"negative regulation of nervous system development","regulation of nervous system development",0.835911238825032,0.359666666666667,0.913
"GO:0002181",65,"GO:0002181",0.54009,203,"cytoplasmic translation","cytoplasmic translation",0.912753512132823,0.569,0
"GO:0044770",68,"GO:0044770",0.53881,1,"cell cycle phase transition","cell cycle phase transition",0.971388250319285,0.4035,0
"GO:0001763",203,"GO:0007428",0.53874,0,"morphogenesis of a branching structure","primary branching, open tracheal system",0.928171136653895,0.236,0.833
"GO:0061333",134,"GO:0072002",0.53763,0,"renal tubule morphogenesis","Malpighian tubule development",0.912500638569604,0.233214285714286,0.961
"GO:0007443",134,"GO:0072002",0.53763,35,"Malpighian tubule morphogenesis","Malpighian tubule development",0.903798850574713,0.213785714285714,0.961
"GO:0009895",207,"GO:0009894",0.53675,0,"negative regulation of catabolic process","regulation of catabolic process",0.873299489144317,0.264363636363636,0.831
"GO:0035220",162,"GO:0007447",0.53629,74,"wing disc development","imaginal disc pattern formation",0.931742656449553,0.348166666666667,0.733
"GO:0034641",216,"GO:0034641",0.53599,0,"cellular nitrogen compound metabolic process","cellular nitrogen compound metabolic process",0.902217752234994,0.6225,0
"GO:0048598",64,"GO:0016331",0.53528,8,"embryonic morphogenesis","morphogenesis of embryonic epithelium",0.906585568326948,0.304625,0.901
"GO:0035239",134,"GO:0072002",0.53263,5,"tube morphogenesis","Malpighian tubule development",0.913473180076628,0.236785714285714,0.836
"GO:0007303",98,"GO:0007303",0.53187,13,"cytoplasmic transport, nurse cell to oocyte","cytoplasmic transport, nurse cell to oocyte",0.869989782886335,0.389,0
"GO:0007156",5,"GO:0007157",0.53181,64,"homophilic cell adhesion via plasma membrane adhesion molecules","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.978081098339719,0.3039,0.853
"GO:0060179",86,"GO:0007619",0.5315,11,"male mating behavior","courtship behavior",0.925033205619412,0.2208,0.875
"GO:0036293",141,"GO:0001666",0.53117,0,"response to decreased oxygen levels","response to hypoxia",0.957106641123883,0.201857142857143,0.993
"GO:0007431",194,"GO:0022612",0.52998,22,"salivary gland development","gland morphogenesis",0.920034482758621,0.340333333333333,0.882
"GO:1902275",2,"GO:0040029",0.52892,8,"regulation of chromatin organization","epigenetic regulation of gene expression",0.890077266922095,0.389428571428571,0.678
"GO:0070646",4,"GO:0000209",0.52889,0,"protein modification by small protein removal","protein polyubiquitination",0.930105363984674,0.308625,0.746
"GO:0010631",212,"GO:0008354",0.52871,1,"epithelial cell migration","germ cell migration",0.93960153256705,0.220111111111111,0.756
"GO:0035194",111,"GO:0010608",0.52869,29,"regulatory ncRNA-mediated post-transcriptional gene silencing","post-transcriptional regulation of gene expression",0.844978288633461,0.409714285714286,0.915
"GO:0019752",182,"GO:0044283",0.5282,16,"carboxylic acid metabolic process","small molecule biosynthetic process",0.910914431673052,0.2551,0.73
"GO:0045477",43,"GO:0006915",0.52792,3,"regulation of nurse cell apoptotic process","apoptotic process",0.848599616858237,0.335217391304348,0.707
"GO:0046622",73,"GO:0045927",0.52749,14,"positive regulation of organ growth","positive regulation of growth",0.866268837803321,0.358181818181818,0.814
"GO:0043068",43,"GO:0006915",0.52733,27,"positive regulation of programmed cell death","apoptotic process",0.8947969348659,0.261913043478261,0.804
"GO:0002759",146,"GO:0002376",0.52592,1,"regulation of antimicrobial humoral response","immune system process",0.88621711366539,0.2305,0.787
"GO:0002920",146,"GO:0002376",0.52592,1,"regulation of humoral immune response","immune system process",0.897063218390805,0.2295,0.79
"GO:0007446",73,"GO:0045927",0.52433,17,"imaginal disc growth","positive regulation of growth",0.93230779054917,0.350242424242424,0.692
"GO:0031330",207,"GO:0009894",0.52432,0,"negative regulation of cellular catabolic process","regulation of catabolic process",0.861088761174968,0.253818181818182,0.81
"GO:0045924",86,"GO:0007619",0.52421,15,"regulation of female receptivity","courtship behavior",0.87302809706258,0.283333333333333,0.805
"GO:0030537",20,"GO:0030534",0.52389,2,"larval behavior","adult behavior",0.94838122605364,0.390222222222222,0.589
"GO:0042462",27,"GO:0042052",0.52312,3,"eye photoreceptor cell development","rhabdomere development",0.882880587484036,0.227142857142857,0.927
"GO:0008347",139,"GO:0008347",0.52213,35,"glial cell migration","glial cell migration",0.906415070242656,0.3924,0
"GO:0045862",10,"GO:0045862",0.52145,3,"positive regulation of proteolysis","positive regulation of proteolysis",0.854702426564496,0.253315789473684,0
"GO:0030522",197,"GO:0030522",0.52131,0,"intracellular receptor signaling pathway","intracellular receptor signaling pathway",0.899630268199234,0.551,0
"GO:0042332",109,"GO:0009416",0.5212,22,"gravitaxis","response to light stimulus",0.952957215836526,0.422,0.648
"GO:0009629",109,"GO:0009416",0.5212,1,"response to gravity","response to light stimulus",0.961438697318008,0.420714285714286,0.65
"GO:0051248",10,"GO:0045862",0.52017,0,"negative regulation of protein metabolic process","positive regulation of proteolysis",0.843034482758621,0.315842105263158,0.751
"GO:0051345",19,"GO:0043087",0.51994,0,"positive regulation of hydrolase activity","regulation of GTPase activity",0.922936781609195,0.25484375,0.914
"GO:0045176",158,"GO:0015031",0.51972,21,"apical protein localization","protein transport",0.94661558109834,0.4605,0.615
"GO:0044272",117,"GO:0044272",0.51923,0,"sulfur compound biosynthetic process","sulfur compound biosynthetic process",0.940451468710089,0.29725,0
"GO:0048521",79,"GO:0048521",0.51835,0,"negative regulation of behavior","negative regulation of behavior",0.879558109833972,0.315428571428571,0
"GO:0070593",50,"GO:0016198",0.51683,23,"dendrite self-avoidance","axon choice point recognition",0.909286717752235,0.316142857142857,0.769
"GO:0030431",217,"GO:0030431",0.51665,53,"sleep","sleep",0.95944380587484,1,0
"GO:1900180",94,"GO:0070201",0.51615,1,"regulation of protein localization to nucleus","regulation of establishment of protein localization",0.881745210727969,0.250684210526316,0.824
"GO:0008593",200,"GO:0007219",0.51494,5,"regulation of Notch signaling pathway","Notch signaling pathway",0.873925287356322,0.28825,0.966
"GO:0044271",216,"GO:0034641",0.51446,0,"cellular nitrogen compound biosynthetic process","cellular nitrogen compound metabolic process",0.89964687100894,0.6225,0.755
"GO:0042391",93,"GO:0042391",0.51339,41,"regulation of membrane potential","regulation of membrane potential",0.93105938697318,0.402,0
"GO:0006644",45,"GO:0090407",0.51131,36,"phospholipid metabolic process","organophosphate biosynthetic process",0.914140485312899,0.346888888888889,0.842
"GO:0009790",133,"GO:0007365",0.51114,6,"embryo development","periodic partitioning",0.911714559386973,0.404833333333333,0.701
"GO:0010498",185,"GO:0006914",0.51091,30,"proteasomal protein catabolic process","autophagy",0.918787994891443,0.240214285714286,0.641
"GO:1902115",173,"GO:0044087",0.51063,2,"regulation of organelle assembly","regulation of cellular component biogenesis",0.883476372924649,0.405571428571429,0.79
"GO:0090288",108,"GO:0009755",0.5103,0,"negative regulation of cellular response to growth factor stimulus","hormone-mediated signaling pathway",0.882684546615581,0.322923076923077,0.683
"GO:0032101",183,"GO:0009605",0.5076,0,"regulation of response to external stimulus","response to external stimulus",0.881157088122605,0.464666666666667,0.806
"GO:0090162",14,"GO:0007163",0.5074,3,"establishment of epithelial cell polarity","establishment or maintenance of cell polarity",0.978461047254151,0.344368421052632,0.763
"GO:0001737",57,"GO:0009888",0.50739,23,"establishment of imaginal disc-derived wing hair orientation","tissue development",0.862915070242656,0.291666666666667,0.634
"GO:0035050",215,"GO:0007507",0.50701,21,"embryonic heart tube development","heart development",0.915000638569604,0.5735,0.853
"GO:1903047",214,"GO:0000278",0.5039,0,"mitotic cell cycle process","mitotic cell cycle",0.969117496807152,0.3374,0.939
"GO:0032388",94,"GO:0070201",0.50288,1,"positive regulation of intracellular transport","regulation of establishment of protein localization",0.863071519795658,0.221052631578947,0.787
"GO:0090101",123,"GO:0007166",0.50281,1,"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","cell surface receptor signaling pathway",0.863765006385696,0.351833333333333,0.663
"GO:0010508",207,"GO:0009894",0.50137,34,"positive regulation of autophagy","regulation of catabolic process",0.858343550446999,0.249454545454545,0.828
"GO:0000281",9,"GO:0051302",0.50029,60,"mitotic cytokinesis","regulation of cell division",0.96744061302682,0.332235294117647,0.683
"GO:0050793",118,"GO:0045597",0.49921,3,"regulation of developmental process","positive regulation of cell differentiation",0.861273946360153,0.311052631578947,0.769
"GO:0010033",119,"GO:0070887",0.49911,3,"response to organic substance","cellular response to chemical stimulus",0.941764367816092,0.345166666666667,0.789
"GO:0040007",73,"GO:0045927",0.49889,0,"growth","positive regulation of growth",0.982016602809706,0.258030303030303,0.855
"GO:0030833",7,"GO:0030036",0.497,32,"regulation of actin filament polymerization","actin cytoskeleton organization",0.858641762452107,0.208181818181818,0.802
"GO:0046486",149,"GO:0008610",0.49658,0,"glycerolipid metabolic process","lipid biosynthetic process",0.938667305236271,0.288,0.753
"GO:0065007",167,"GO:0065007",0.49621,0,"biological regulation","biological regulation",0.904669859514687,0.537333333333333,0
"GO:0031146",169,"GO:0031146",0.49511,79,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",0.930364623243934,0.6735,0
"GO:0032504",106,"GO:0007530",0.49348,43,"multicellular organism reproduction","sex determination",0.919744572158365,0.230090909090909,0.536
"GO:0034655",56,"GO:0006401",0.49316,0,"nucleobase-containing compound catabolic process","RNA catabolic process",0.90938441890166,0.184214285714286,0.968
"GO:0002700",146,"GO:0002376",0.49179,0,"regulation of production of molecular mediator of immune response","immune system process",0.873171775223499,0.2052,0.781
"GO:0002784",146,"GO:0002376",0.49179,1,"regulation of antimicrobial peptide production","immune system process",0.827833333333333,0.1583,0.781
"GO:0060429",57,"GO:0009888",0.49153,3,"epithelium development","tissue development",0.928485312899106,0.300555555555556,0.953
"GO:0006457",213,"GO:0051604",0.49061,133,"protein folding","protein maturation",0.920754789272031,0.415333333333333,0.93
"GO:0051588",32,"GO:0030100",0.48918,0,"regulation of neurotransmitter transport","regulation of endocytosis",0.891701787994891,0.310590909090909,0.713
"GO:0046928",32,"GO:0030100",0.48918,21,"regulation of neurotransmitter secretion","regulation of endocytosis",0.843932311621967,0.227227272727273,0.713
"GO:0006352",209,"GO:0006352",0.48904,29,"DNA-templated transcription initiation","DNA-templated transcription initiation",0.922539591315453,0.5155,0
